ID Afiliado;Nombre Afiliado;Edad;Ingresos;Antigüedad como afiliado (años);NIT Empresa empleadora;Nombre Empresa empleadora;Categoría;Departamento;Ciudad;Dirección de residencia;Número de hijos;Con quien vive;Tipo de vivienda;Tipo de suelo;Estado civil;Género;Tiene Mascotas
AF-001760;Alexander Kevin Díaz Mendoza;32;$4.101.000;6;814185903-2;Demo Soluciones Verdes S.A.S.;B;Risaralda;Pereira;Diagonal 147 #22-54, Barrio El Prado;3;Hijos;Propia;Urbano;Soltero;Hombre;Sí
AF-001761;Marcela González Bustos;38;$2.059.000;0;987942517-9;Demo Servicios Empresariales Nexo S.A.;A;Córdoba;Montería;Transversal 67 #49-12, Apto 602, Barrio Ciudad Jardín;1;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;No
AF-001762;Claudia Cifuentes Romero;22;$2.743.000;4;972788498-2;Demo Soluciones de Movilidad Ltda.;A;Bogotá D.C.;Bogotá D.C.;Transversal 115 #73-91, Barrio Centro;0;Padres;Familiar;Urbano;Soltero;Mujer;No
AF-001763;Sebastián Miguel Restrepo Salazar;54;$9.891.000;8;907599250-6;Demo Servicios Horizonte S.A.S.;C;Bogotá D.C.;Bogotá D.C.;Calle 64 #29-64, Apto 1625, Barrio La Esperanza;Más de 4;"Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;Sí
AF-001764;Sofía López Gómez;33;$4.831.000;8;939096454-9;Demo Alimentos y Bebidas Origen S.A.S.;B;Antioquia;Medellín;Diagonal 90 #3-50, Barrio La Esperanza;0;Padres;Propia;Urbano;Unión Libre;Mujer;Sí
AF-001765;Tatiana Cabrera Castro;41;$4.834.000;5;907432753-1;Demo Alimentos del Centro Ltda.;B;Antioquia;Rionegro;Vereda San Miguel, Finca La Fortuna, km 12;3;Hijos;Familiar;Rural;Separado;Mujer;Sí
AF-001766;Edwin Álvarez Romero;54;$2.773.000;12;869105379-0;Demo Distribuciones Altamira Ltda.;A;Sucre;Sincelejo;Avenida 109 #15-36, Barrio Nueva Colombia;1;Pareja;Arriendo;Urbano;Casado;Hombre;No
AF-001767;Noa Pineda Suárez;51;$3.002.000;2;908878877-4;Demo Servicios de Aseo Integral SAS;A;Antioquia;Medellín;Diagonal 177 #78-13, Barrio La Arboleda;1;Pareja;Arriendo;Urbano;Casado;No especifica;Sí
AF-001768;Rosa Rojas Vargas;27;$2.046.000;4;899808500-2;Demo Consultoría Ápice S.A.S.;A;Tolima;Ibagué;Transversal 6 #66-46, Apto 606, Barrio Santa Ana;1;"Padres; Hijos";Arriendo;Urbano;Soltero;Mujer;Sí
AF-001769;Natalia Gabriela Bermúdez Martínez;47;$2.754.000;25;955275268-1;Demo Transporte Metropolitano Ltda.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 178 #67-67, Barrio La Campiña;0;Abuelos;Familiar;Urbano;Separado;Mujer;Sí
AF-001770;Dani Cris Arias Ramírez;40;$2.793.000;4;862506547-7;Demo Servicios Horizonte S.A.S.;A;Cundinamarca;Soacha;Calle 38 #51-32, Barrio Centro;3;Hijos;Arriendo;Urbano;Separado;No especifica;Sí
AF-001771;Álvaro Bermúdez Martínez;32;$2.452.000;2;818143241-1;Demo Tecnología Prisma S.A.;A;Bogotá D.C.;Bogotá D.C.;Avenida 118 #93-33, Barrio La Castellana;1;Padres;Familiar;Urbano;Soltero;Hombre;Sí
AF-001772;María Molina Castro;49;$3.553.000;2;865588295-8;Demo Comercializadora Pacífico S.A.;B;Atlántico;Barranquilla;Avenida 64 #97-16, Barrio San Martín;2;"Pareja; Hijos";Propia;Urbano;Separado;Mujer;Sí
AF-001773;David Vélez Gómez;58;$3.193.000;6;977165882-2;Demo Ingeniería Integral S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Calle 102 #114-62, Barrio El Recreo;1;"Padres; Pareja";Familiar;Urbano;Casado;Hombre;No
AF-001774;Tatiana Bermúdez Gómez;48;$8.390.000;7;830923505-1;Demo Manufacturas Capital Ltda.;C;Tolima;Ibagué;Vereda El Carmen, Finca El Refugio, km 12;Más de 4;"Padres; Hijos";Propia;Rural;Separado;Mujer;Sí
AF-001775;Paola Suárez Caicedo;40;$2.230.000;5;977165882-2;Demo Ingeniería Integral S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Calle 78 #111-73, Barrio El Recreo;1;Hijos;Arriendo;Urbano;Separado;Mujer;Sí
AF-001776;Viviana Medina Muñoz;37;$2.057.000;1;947019021-4;Demo Logística Andina SAS;A;Caldas;Manizales;Calle 80 #108-85, Barrio El Recreo;Más de 4;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;No
AF-001777;Martín Romero Rodríguez;38;$2.401.000;4;870539186-2;Demo Servicios Empresariales Nexo S.A.;A;Valle del Cauca;Cali;Diagonal 87 #105-32, Barrio La Floresta;3;Hijos;Propia;Urbano;Separado;Hombre;Sí
AF-001778;Fernanda Isabella Herrera Bermúdez;49;$2.162.000;5;869105379-0;Demo Distribuciones Altamira Ltda.;A;Arauca;Arauca;Diagonal 142 #18-58, Barrio La Floresta;1;"Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;No
AF-001779;Ariel Gael Quintero Álvarez;62;$5.785.000;3;952582906-8;Demo Construcciones Nova SAS;B;Atlántico;Barranquilla;Avenida 76 #96-17, Apto 196, Barrio El Prado;2;Pareja;Propia;Urbano;Casado;No especifica;Sí
AF-001780;Mateo Herrera Sánchez;22;$6.342.000;4;876530833-0;Demo Agroservicios Llanos SAS;B;Boyacá;Sogamoso;Calle 106 #5-89, Barrio El Recreo;0;"Padres; Pareja";Familiar;Urbano;Separado;Hombre;Sí
AF-001781;Daniela Cabrera Suárez;58;$2.502.000;3;865588295-8;Demo Comercializadora Pacífico S.A.;A;Antioquia;Medellín;Avenida 53 #45-7, Barrio Nueva Colombia;3;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001782;Patricia Cárdenas Gómez;47;$5.616.000;5;952582906-8;Demo Construcciones Nova SAS;B;Bogotá D.C.;Bogotá D.C.;Carrera 79 #97-83, Barrio El Recreo;0;Abuelos;Propia;Urbano;Soltero;Mujer;No
AF-001783;Angélica Hernández Vélez;37;$3.365.000;2;908878877-4;Demo Servicios de Aseo Integral SAS;A;Bogotá D.C.;Bogotá D.C.;Carrera 55 #118-17, Apto 1502, Barrio Ciudad Jardín;2;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001784;Brayan León Suárez;40;$4.877.000;16;903699849-1;Demo Turismo y Experiencias S.A.;B;Santander;Bucaramanga;Calle 18 #63-51, Barrio San José;0;Pareja;Familiar;Urbano;Unión Libre;Hombre;No
AF-001785;Camilo Santiago Bustos Bustos;31;$3.081.000;2;952582906-8;Demo Construcciones Nova SAS;A;Santander;Bucaramanga;Calle 174 #50-9, Barrio La Esperanza;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-001786;Martha Fernanda Navarro Jiménez;37;$2.996.000;4;875123122-3;Demo Gestión Humana Avanza S.A.;A;Boyacá;Tunja;Carrera 21 #105-77, Apto 1246, Barrio La Esperanza;1;Hijos;Arriendo;Urbano;Separado;Mujer;No
AF-001787;Manuel Vargas Muñoz;43;$2.352.000;2;844200984-2;Demo Servicios de Aseo Integral SAS;A;Bolívar;Cartagena;Avenida 154 #56-93, Barrio La Esperanza;2;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;No
AF-001788;Camilo Diego González Mendoza;57;$3.234.000;13;903699849-1;Demo Turismo y Experiencias S.A.;A;Antioquia;Medellín;Transversal 82 #114-63, Barrio La Castellana;3;Pareja;Propia;Urbano;Unión Libre;Hombre;No
AF-001789;Sofía Valencia Cardona;38;$2.094.000;19;907599250-6;Demo Servicios Horizonte S.A.S.;A;Boyacá;Sogamoso;Transversal 81 #86-79, Apto 773, Barrio Centro;2;"Padres; Hijos";Arriendo;Urbano;Soltero;Mujer;Sí
AF-001790;Javier Edwin Mendoza Mendoza;51;$2.747.000;1;864283121-1;Demo Procesos Industriales Sigma SAS;A;Santander;Bucaramanga;Carrera 113 #92-98, Barrio El Porvenir;2;Pareja;Propia;Urbano;Casado;Hombre;Sí
AF-001791;Martha Rojas Caicedo;33;$11.965.000;3;907432753-1;Demo Alimentos del Centro Ltda.;C;Valle del Cauca;Cali;Diagonal 163 #72-98, Barrio La Floresta;2;"Padres; Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;Sí
AF-001792;Diana Cárdenas Jiménez;51;$6.150.000;17;910092002-1;Demo Comercial del Norte S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Carrera 164 #110-61, Barrio La Victoria;2;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001793;Dani Cárdenas Rojas;35;$2.364.000;17;914189422-2;Demo Energía y Redes S.A.S.;A;Cundinamarca;Soacha;Calle 104 #76-24, Barrio San Martín;Más de 4;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;No especifica;No
AF-001794;Catalina Diana Sánchez Restrepo;46;$2.649.000;15;891562138-1;Demo Comercio Digital Uno S.A.;A;Antioquia;Medellín;Avenida 43 #64-80, Apto 1732, Barrio El Prado;2;Hijos;Arriendo;Urbano;Separado;Mujer;Sí
AF-001795;Daniela Molina Ruiz;34;$2.055.000;8;907432753-1;Demo Alimentos del Centro Ltda.;A;Atlántico;Soledad;Avenida 23 #110-33, Barrio Centro;0;Padres;Arriendo;Urbano;Soltero;Mujer;Sí
AF-001796;Patricia Restrepo Sánchez;38;$6.779.000;3;830923505-1;Demo Manufacturas Capital Ltda.;B;Valle del Cauca;Cali;Transversal 175 #42-76, Apto 1357, Barrio Santa Ana;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;No
AF-001797;Juliana Martínez Ospina;48;$2.931.000;1;811888430-7;Demo Operaciones Urbanas SAS;A;Santander;Bucaramanga;Diagonal 86 #96-1, Apto 996, Barrio La Arboleda;3;"Pareja; Hijos";Familiar;Urbano;Casado;Mujer;No
AF-001798;Fernanda Torres Ospina;43;$5.163.000;1;814185903-2;Demo Soluciones Verdes S.A.S.;B;Cauca;Popayán;Transversal 81 #49-35, Apto 108, Barrio La Floresta;1;"Pareja; Hijos";Arriendo;Urbano;Separado;Mujer;No
AF-001799;Valentina Muñoz Cardona;29;$2.109.000;11;836239924-0;Demo Salud Integral Colombia SAS;A;Atlántico;Barranquilla;Calle 90 #52-25, Barrio El Recreo;0;Padres;Familiar;Urbano;Unión Libre;Mujer;Sí
AF-001800;David González Quintero;32;$6.587.000;14;870539186-2;Demo Servicios Empresariales Nexo S.A.;B;Sucre;Corozal;Transversal 88 #80-18, Barrio La Arboleda;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;No
AF-001801;Isabella Pardo Jiménez;28;$1.994.000;10;952582906-8;Demo Construcciones Nova SAS;A;Valle del Cauca;Cali;Carrera 99 #92-62, Barrio El Prado;0;Padres;Arriendo;Urbano;Soltero;Mujer;No
AF-001802;Martha María Pineda González;21;$4.678.000;3;977165882-2;Demo Ingeniería Integral S.A.S.;B;Nariño;Pasto;Carrera 157 #79-3, Barrio La Arboleda;0;"Padres; Pareja";Arriendo;Urbano;Casado;Mujer;No
AF-001803;Sandra Bustos Ramírez;31;$2.451.000;5;910242862-1;Demo Energía y Redes S.A.S.;A;Antioquia;Medellín;Diagonal 2 #42-18, Barrio La Campiña;1;Hijos;Arriendo;Urbano;Soltero;Mujer;Sí
AF-001804;Ana Gloria Díaz Romero;32;$2.026.000;5;830923505-1;Demo Manufacturas Capital Ltda.;A;Cauca;Santander de Quilichao;Avenida 11 #31-51, Apto 1072, Barrio El Bosque;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-001805;Patricia García Cardona;25;$5.271.000;5;947019021-4;Demo Logística Andina SAS;B;Risaralda;Pereira;Avenida 15 #69-67, Barrio El Recreo;2;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-001806;Carolina Ruiz Cárdenas;30;$3.231.000;1;983800144-1;Demo Agroindustria del Valle SAS;A;Nariño;Pasto;Transversal 134 #77-85, Apto 622, Barrio La Arboleda;1;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001807;Paula Sánchez Restrepo;35;$1.856.000;1;896976150-6;Demo Soluciones de Movilidad Ltda.;A;Atlántico;Barranquilla;Avenida 60 #69-45, Barrio Nueva Colombia;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001808;Héctor Ruiz Bermúdez;32;$4.239.000;12;907599250-6;Demo Servicios Horizonte S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Carrera 84 #29-59, Apto 1668, Barrio Las Palmas;0;Pareja;Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-001809;Yolanda Juliana Castaño Hernández;24;$2.677.000;2;865588295-8;Demo Comercializadora Pacífico S.A.;A;Valle del Cauca;Cali;Carrera 18 #93-37, Barrio La Castellana;0;Padres;Familiar;Urbano;Soltero;Mujer;Sí
AF-001810;Andrea Castaño Gómez;39;$9.985.000;10;952582906-8;Demo Construcciones Nova SAS;C;Casanare;Yopal;Carrera 177 #56-30, Apto 958, Barrio El Porvenir;0;Pareja;Arriendo;Urbano;Unión Libre;Mujer;No
AF-001811;Iván Miguel Cabrera Valencia;40;$2.215.000;5;851298823-1;Demo Infraestructura Nacional Ltda.;A;Putumayo;Mocoa;Calle 129 #51-80, Apto 1023, Barrio La Campiña;2;"Abuelos; Hijos";Familiar;Urbano;Soltero;Hombre;Sí
AF-001812;Diego Samuel Moreno Gómez;37;$2.288.000;8;862678898-4;Demo Servicios Empresariales Nexo S.A.;A;Tolima;Ibagué;Avenida 104 #32-9, Apto 1164, Barrio La Esperanza;3;Pareja;Familiar;Urbano;Soltero;Hombre;Sí
AF-001813;Rafael Alexander Acosta Torres;43;$1.999.000;6;940045828-5;Demo Soluciones Verdes S.A.S.;A;Magdalena;Santa Marta;Carrera 80 #9-50, Barrio La Arboleda;3;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;No
AF-001814;Rosa Cárdenas Castaño;55;$5.660.000;2;870289659-0;Demo Tecnología Prisma S.A.;B;Bogotá D.C.;Bogotá D.C.;Carrera 172 #53-54, Barrio Centro;3;Hijos;Propia;Urbano;Viudo;Mujer;No
AF-001815;Sara Cabrera Hernández;27;$3.080.000;4;818143241-1;Demo Tecnología Prisma S.A.;A;Bogotá D.C.;Bogotá D.C.;Carrera 105 #59-43, Barrio El Porvenir;3;"Padres; Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-001816;Alexander Alejandro Molina Vargas;46;$1.997.000;1;818143241-1;Demo Tecnología Prisma S.A.;A;Caldas;Manizales;Avenida 27 #61-42, Barrio La Castellana;3;Hijos;Familiar;Urbano;Viudo;Hombre;Sí
AF-001817;Alexander Montoya Pérez;47;$2.344.000;2;978370446-6;Demo Construcciones Nova SAS;A;Cundinamarca;Fusagasugá;Avenida 60 #16-98, Apto 936, Barrio Los Pinos;3;Hijos;Familiar;Urbano;Soltero;Hombre;Sí
AF-001818;Jonathan Herrera Moreno;35;$5.100.000;1;947019021-4;Demo Logística Andina SAS;B;Nariño;Pasto;Transversal 122 #114-13, Barrio Ciudad Jardín;2;Hijos;Arriendo;Urbano;Unión Libre;Hombre;No
AF-001819;Óscar Jiménez López;26;$4.516.000;1;907599250-6;Demo Servicios Horizonte S.A.S.;B;Córdoba;Lorica;Vereda San Miguel, Finca La Primavera, km 3;0;Pareja;Familiar;Rural;Soltero;Hombre;Sí
AF-001820;Diana Arias Cabrera;29;$2.612.000;3;874592511-2;Demo Consultoría Ápice S.A.S.;A;Sucre;Sincelejo;Calle 106 #72-4, Apto 1157, Barrio Las Palmas;2;"Padres; Hijos";Arriendo;Urbano;Soltero;Mujer;Sí
AF-001821;Claudia Rodríguez Caicedo;59;$2.654.000;11;870289659-0;Demo Tecnología Prisma S.A.;A;Antioquia;Medellín;Carrera 171 #57-6, Barrio Las Palmas;2;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001822;Miguel Pineda López;45;$2.447.000;11;839065913-2;Demo Mantenimiento Estratégico S.A.;A;Cundinamarca;Soacha;Calle 62 #20-91, Barrio San José;2;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;No
AF-001823;Felipe Javier Salazar Rodríguez;31;$3.082.000;5;952582906-8;Demo Construcciones Nova SAS;A;Bogotá D.C.;Bogotá D.C.;Carrera 180 #17-68, Apto 1606, Barrio Las Palmas;1;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001824;Alejandra Muñoz González;37;$8.819.000;1;818143241-1;Demo Tecnología Prisma S.A.;C;Atlántico;Soledad;Carrera 167 #113-69, Barrio Santa Ana;3;Hijos;Familiar;Urbano;Separado;Mujer;Sí
AF-001825;Daniel Ramírez Ospina;41;$5.811.000;3;952582906-8;Demo Construcciones Nova SAS;B;Bogotá D.C.;Bogotá D.C.;Transversal 126 #110-71, Barrio Ciudad Jardín;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-001826;Samuel Salazar Navarro;53;$4.952.000;6;830923505-1;Demo Manufacturas Capital Ltda.;B;Bogotá D.C.;Bogotá D.C.;Calle 26 #14-90, Apto 836, Barrio Las Palmas;1;Pareja;Familiar;Urbano;Casado;Hombre;Sí
AF-001827;Alejandra Romero Cardona;34;$3.033.000;3;947019021-4;Demo Logística Andina SAS;A;Bogotá D.C.;Bogotá D.C.;Avenida 21 #50-87, Barrio Nueva Colombia;1;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001828;Natalia Karen Mendoza Herrera;22;$3.026.000;4;830923505-1;Demo Manufacturas Capital Ltda.;A;Atlántico;Barranquilla;Diagonal 117 #73-20, Barrio Santa Ana;0;Padres;Arriendo;Urbano;Soltero;Mujer;No
AF-001829;Felipe Andrés Vargas Torres;36;$2.554.000;2;818143241-1;Demo Tecnología Prisma S.A.;A;Cesar;Valledupar;Transversal 81 #84-6, Barrio Los Pinos;0;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-001830;Iván Arias Parra;48;$3.115.000;1;821361154-2;Demo Operaciones del Caribe SAS;A;Bogotá D.C.;Bogotá D.C.;Calle 24 #15-79, Barrio Villa Nueva;2;Hijos;Arriendo;Urbano;Separado;Hombre;Sí
AF-001831;Camila Ospina Vélez;48;$6.220.000;10;899808500-2;Demo Consultoría Ápice S.A.S.;B;Antioquia;Medellín;Diagonal 1 #55-49, Apto 829, Barrio La Esperanza;0;Abuelos;Familiar;Urbano;Separado;Mujer;No
AF-001832;Esteban Moreno Arias;41;$2.800.000;1;814185903-2;Demo Soluciones Verdes S.A.S.;A;Santander;Bucaramanga;Diagonal 171 #46-91, Barrio Los Pinos;3;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-001833;Adriana Hernández Castro;30;$4.357.000;1;907599250-6;Demo Servicios Horizonte S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Diagonal 3 #100-54, Barrio El Prado;0;Padres;Propia;Urbano;Soltero;Mujer;Sí
AF-001834;Mauricio Mendoza Ospina;28;$4.799.000;10;844200984-2;Demo Servicios de Aseo Integral SAS;B;Valle del Cauca;Palmira;Calle 144 #6-16, Barrio La Campiña;3;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;No
AF-001835;Andrea Natalia Ruiz Pardo;26;$7.575.000;4;814185903-2;Demo Soluciones Verdes S.A.S.;C;Bogotá D.C.;Bogotá D.C.;Carrera 124 #31-65, Apto 952, Barrio La Victoria;2;Hijos;Arriendo;Urbano;Soltero;Mujer;Sí
AF-001836;Óscar Medina Rojas;51;$2.380.000;16;818143241-1;Demo Tecnología Prisma S.A.;A;Bogotá D.C.;Bogotá D.C.;Carrera 69 #49-19, Barrio Nueva Colombia;1;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;No
AF-001837;Sebastián Jiménez Restrepo;40;$2.118.000;9;874270675-1;Demo Servicios Financieros Demo S.A.S.;A;Norte de Santander;Cúcuta;Carrera 91 #13-96, Barrio San José;1;"Abuelos; Padres; Pareja; Hijos";Familiar;Urbano;Casado;Hombre;No
AF-001838;Ana Natalia Suárez Medina;24;$2.005.000;5;939096454-9;Demo Alimentos y Bebidas Origen S.A.S.;A;Cesar;Valledupar;Vereda Las Delicias, Finca Buenavista, km 7;0;"Padres; Pareja";Familiar;Rural;Unión Libre;Mujer;No
AF-001839;Daniela Ramírez Pineda;35;$4.622.000;4;907599250-6;Demo Servicios Horizonte S.A.S.;B;Atlántico;Soledad;Avenida 141 #87-8, Barrio La Esperanza;0;Padres;Propia;Urbano;Soltero;Mujer;Sí
AF-001840;Martín Felipe Mendoza Jiménez;19;$4.115.000;1;876089951-0;Demo Educación Futuro S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Vereda El Porvenir, Finca La Fortuna, km 2;1;"Padres; Pareja; Hijos";Propia;Rural;Unión Libre;Hombre;Sí
AF-001841;Juan Quintero Bermúdez;42;$2.095.000;12;900723063-1;Demo Farmacéutica Horizonte Ltda.;A;Antioquia;Medellín;Carrera 170 #37-58, Barrio La Victoria;1;"Pareja; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-001842;Gloria Sandra Herrera Pineda;43;$5.663.000;0;978370446-6;Demo Construcciones Nova SAS;B;Valle del Cauca;Cali;Transversal 144 #108-69, Apto 879, Barrio Los Pinos;2;"Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;Sí
AF-001843;Tomás Sánchez León;27;$2.955.000;4;969371131-3;Demo Comercio Digital Uno S.A.;A;Bogotá D.C.;Bogotá D.C.;Carrera 109 #25-2, Apto 660, Barrio El Recreo;1;Hijos;Arriendo;Urbano;Soltero;Hombre;No
AF-001844;Carlos Héctor Herrera Restrepo;20;$2.976.000;1;819228621-5;Demo Seguridad y Control S.A.S.;A;Arauca;Arauca;Carrera 14 #70-85, Apto 991, Barrio Santa Ana;1;"Padres; Pareja";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-001845;Manuela Herrera León;31;$5.567.000;1;947019021-4;Demo Logística Andina SAS;B;Risaralda;Dosquebradas;Carrera 139 #21-5, Apto 227, Barrio Las Palmas;1;"Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;Sí
AF-001846;Isabella García León;42;$2.014.000;1;865588295-8;Demo Comercializadora Pacífico S.A.;A;Nariño;Pasto;Diagonal 42 #66-83, Apto 984, Barrio Los Pinos;3;Hijos;Propia;Urbano;Soltero;Mujer;Sí
AF-001847;Germán Jorge Acosta Restrepo;25;$2.546.000;7;984366659-4;Demo Educación Futuro S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Calle 33 #109-21, Apto 798, Barrio La Campiña;2;"Abuelos; Padres; Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;No
AF-001848;Mauricio Herrera Ramírez;43;$4.861.000;2;907599250-6;Demo Servicios Horizonte S.A.S.;B;Boyacá;Duitama;Transversal 29 #51-57, Barrio San Martín;1;Hijos;Arriendo;Urbano;Separado;Hombre;Sí
AF-001849;Camila Yolanda Castaño Díaz;42;$2.008.000;4;907599250-6;Demo Servicios Horizonte S.A.S.;A;Chocó;Quibdó;Calle 28 #1-13, Barrio El Prado;0;Pareja;Arriendo;Urbano;Casado;Mujer;Sí
AF-001850;Iván Jorge Bermúdez Ospina;43;$2.594.000;1;911881192-1;Demo Servicios del Occidente Ltda.;A;Atlántico;Barranquilla;Avenida 143 #19-81, Barrio San Martín;1;Pareja;Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-001851;Sasha Martínez Cifuentes;55;$2.130.000;14;907599250-6;Demo Servicios Horizonte S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Calle 26 #18-44, Barrio El Prado;Más de 4;Hijos;Arriendo;Urbano;Soltero;No especifica;No
AF-001852;Juan Castaño Muñoz;39;$2.362.000;11;983038755-3;Demo Farmacéutica Horizonte Ltda.;A;Antioquia;Medellín;Transversal 148 #115-12, Barrio El Bosque;1;"Pareja; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-001853;Mónica Sofía Pineda Navarro;28;$2.437.000;1;912704654-7;Demo Operaciones Mineras Demo Ltda.;A;Valle del Cauca;Cali;Calle 129 #61-39, Apto 1355, Barrio La Esperanza;2;"Padres; Hijos";Arriendo;Urbano;Soltero;Mujer;No
AF-001854;Liliana Mendoza Cárdenas;28;$2.033.000;1;907599250-6;Demo Servicios Horizonte S.A.S.;A;Tolima;Ibagué;Diagonal 58 #77-90, Barrio Las Palmas;1;"Padres; Hijos";Familiar;Urbano;Soltero;Mujer;Sí
AF-001855;Sofía Cárdenas Cárdenas;47;$2.222.000;13;935945847-9;Demo Turismo y Experiencias S.A.;A;Huila;Neiva;Calle 122 #76-40, Barrio La Esperanza;2;Hijos;Arriendo;Urbano;Soltero;Mujer;Sí
AF-001856;Héctor Miguel Rodríguez Bustos;33;$2.568.000;9;830890226-6;Demo Industrias del Sur S.A.;A;Amazonas;Leticia;Vereda El Triunfo, Finca El Paraíso, km 1;3;"Pareja; Hijos";Propia;Rural;Casado;Hombre;Sí
AF-001857;Rosa Mendoza Caicedo;29;$2.526.000;0;870289659-0;Demo Tecnología Prisma S.A.;A;Huila;Neiva;Calle 1 #106-46, Barrio El Bosque;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Soltero;Mujer;No
AF-001858;Catalina Tatiana Gómez Acosta;35;$13.116.000;10;806247297-5;Demo Infraestructura Nacional Ltda.;C;Valle del Cauca;Cali;Calle 101 #26-91, Apto 294, Barrio Ciudad Jardín;2;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;No
AF-001859;Mateo Valencia Díaz;48;$6.149.000;2;818143241-1;Demo Tecnología Prisma S.A.;B;Bogotá D.C.;Bogotá D.C.;Avenida 119 #35-64, Apto 123, Barrio Nueva Colombia;Más de 4;Hijos;Propia;Urbano;Separado;Hombre;Sí
AF-001860;Mauricio Herrera Ramírez;50;$6.410.000;1;970433668-7;Demo Textiles Cordillera Ltda.;B;Antioquia;Medellín;Diagonal 149 #78-46, Barrio San José;2;Hijos;Propia;Urbano;Separado;Hombre;No
AF-001861;Marcela Pérez Caicedo;35;$2.959.000;5;865588295-8;Demo Comercializadora Pacífico S.A.;A;Atlántico;Barranquilla;Calle 16 #70-1, Barrio Villa Nueva;3;Pareja;Arriendo;Urbano;Casado;Mujer;No
AF-001862;Ricardo Mendoza Cardona;26;$2.620.000;8;947123212-9;Demo Ingeniería Integral S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Transversal 168 #3-20, Apto 414, Barrio Las Palmas;1;"Padres; Hijos";Propia;Urbano;Soltero;Hombre;No
AF-001863;Andrés Caicedo Pardo;26;$2.200.000;8;874329077-1;Demo Distribuciones Altamira Ltda.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 132 #13-55, Apto 761, Barrio San Martín;1;Padres;Familiar;Urbano;Casado;Hombre;No
AF-001864;Mónica María Acosta Medina;40;$2.707.000;7;911881192-1;Demo Servicios del Occidente Ltda.;A;Antioquia;Medellín;Avenida 134 #91-88, Barrio La Campiña;1;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001865;Esteban Diego Suárez García;33;$4.744.000;1;955275268-1;Demo Transporte Metropolitano Ltda.;B;Valle del Cauca;Cali;Calle 20 #64-30, Barrio La Floresta;0;Padres;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001866;Angélica Cabrera Ruiz;36;$2.118.000;10;814185903-2;Demo Soluciones Verdes S.A.S.;A;Antioquia;Medellín;Calle 14 #31-70, Barrio La Floresta;0;Padres;Arriendo;Urbano;Separado;Mujer;No
